name_id,old_name,new_name
109213,luigi ciriaco de mita,"Ciriaco de Mita, Luigi"
103878,luigi einaudi,"Einaudi, Luigi"
103879,luigi r. einaudi,"R. Einaudi, Luigi"
111061,luis quintanilla,"Quintanilla, Luis"
116005,luis v. queirolo,Luis V. Queirolo
500641,luiz cláudio de almeida magalhães,"Cláudio de Almeida Magalhães, Luiz"
500642,luiz dias,"Dias, Luiz"
500643,luiz felipe lampreia,"Felipe Lampreia, Luiz"
500644,luiz felipe seixas corrêa,"Felipe Seixas Corrêa, Luiz"
500645,luiz felipe teixeira soares,"Felipe Teixeira Soares, Luiz"
500646,luiz gonzaga do nascimento e silva,"Gonzaga do Nascimento e Silva, Luiz"
500647,luiz pinto,"Pinto, Luiz"
500648,luiz rafael mayer,"Rafael Mayer, Luiz"
500649,luiz simões lopes,"Simões Lopes, Luiz"
500650,luiz viana,"Viana, Luiz"
500651,luiz viana filho,"Viana Filho, Luiz"
500652,luís carlos prestes,"Carlos Prestes, Luís"
500653,luís cavalcanti,"Cavalcanti, Luís"
500654,luís gonzaga do nascimento ,"Gonzaga do Nascimento , Luís"
500655,luís rey,"Rey, Luís"
500656,luís teixeira martini,"Teixeira Martini, Luís"
500657,luís viana,"Viana, Luís"
500658,luís viana filho,"Viana Filho, Luís"
110759,lynden o. pindling,"O. Pindling, Lynden"
3762,lyndon b. johnson,"B. Johnson, Lyndon"
500660,lysâneas maciel,"Maciel, Lysâneas"
112227,léopold sédar senghor,"Sédar Senghor, Léopold"
500661,lúcia magalhães,"Magalhães, Lúcia"
500662,lúcia ueki,"Ueki, Lúcia"
500663,lúcio costa,"Costa, Lúcio"
500664,lúcio meira,"Meira, Lúcio"
110638,m. alain peyrefitte,"Alain Peyrefitte, M."
500665,m. bastos,"Bastos, M."
500666,m. france,"France, M."
110912,m. l. power,"L. Power, M."
100005,m. m. abbas,"M. Abbas, M."
100152,m. m. ahmad,"M. Ahmad, M."
500667,macdowell leite de castro,"Leite de Castro, Macdowell"
500668,macedo soares,"Soares, Macedo"
500669,machado de assis,"de Assis, Machado"
500670,mahatma gandhi,"Gandhi, Mahatma"
111330,mahmoud riad,"Riad, Mahmoud"
111101,majid rahnema,"Rahnema, Majid"
104523,malcolm fraser,"Fraser, Malcolm"
500671,maluly neto,"Neto, Maluly"
101910,mandungu bula nyati,"Bula Nyati, Mandungu"
500672,manoel abud,"Abud, Manoel"
500673,manoel fiel filho,"Fiel Filho, Manoel"
500674,manoel gonçalves ferreira filho,"Gonçalves Ferreira Filho, Manoel"
500675,manoel pio corrêa,"Pio Corrêa, Manoel"
500676,manoel pio corrêa júnior,"Pio Corrêa Júnior, Manoel"
100692,manuel avila camacho,"Avila Camacho, Manuel"
500677,manuel bandeira,"Bandeira, Manuel"
110554,manuel pérez guerrero,"Pérez Guerrero, Manuel"
113866,manuel ulloa,"Ulloa, Manuel"
500678,manuel ávila camacho,"Ávila Camacho, Manuel"
500679,mao tsé tung,"Tsé Tung, Mao"
500680,marcas e patentes,"e Patentes, Marcas"
114924,marcel yondo,"Yondo, Marcel"
103606,marcelino dos santos,"dos Santos, Marcelino"
500681,marcelo caetano,"Caetano, Marcelo"
500682,marcelo damy,"Damy, Marcelo"
500683,marcelo santiago costa,"Santiago Costa, Marcelo"
500684,marcial dias pequeno,"Dias Pequeno, Marcial"
103410,marcio de souza e mello,"de Souza e Mello, Marcio"
500685,marco maciel,"Maciel, Marco"
500686,marcondes gadelha,"Gadelha, Marcondes"
500687,marcos almir madeira,"Almir Madeira, Marcos"
500688,marcos coimbra,"Coimbra, Marcos"
115337,marcos cortes,"Cortes, Marcos"
500689,marcos freire,"Freire, Marcos"
500690,marcílio marques moreira,"Marques Moreira, Marcílio"
113475,margaret thatcher,"Thatcher, Margaret"
108512,margrethe ii,Margrethe II
500691,maria capanema,"Capanema, Maria"
500692,maria pinheiro,"Pinheiro, Maria"
500693,maria sabina,"Sabina, Maria"
111726,mariano rumor,"Rumor, Mariano"
104868,mario gibson barboza,"Gibson Barboza, Mario"
111900,mario sandoval alarcón,"Sandoval Alarcón, Mario"
102525,mark chona,"Chona, Mark"
500694,marques de oliveira,"de Oliveira, Marques"
112425,marshall d. shulman,"D. Shulman, Marshall"
114402,marvin weissman,"Weissman, Marvin"
110036,masayoshi ōhira,"Ōhira, Masayoshi"
500695,mato grosso do sul,"Grosso do Sul, Mato"
115203,maurice bishop,"Bishop, Maurice"
102925,maurice couve de murville,"Couve de Murville, Maurice"
104172,maurice faure,"Faure, Maurice"
113114,maurice strong,"Strong, Maurice"
107017,maurice w. kendall,"W. Kendall, Maurice"
500696,mauro benevides,"Benevides, Mauro"
500697,mauro borges,"Borges, Mauro"
500698,mauro salles,"Salles, Mauro"
500699,mauro thibau,"Thibau, Mauro"
500700,maury gurgel valente,"Gurgel Valente, Maury"
500701,maurício rangel reis,"Rangel Reis, Maurício"
500702,maurício schulman,"Schulman, Maurício"
104511,max frankel,"Frankel, Max"
109420,max k. morris,"K. Morris, Max"
104307,max m. fisher,"M. Fisher, Max"
113971,max van der stoel,"Van der Stoel, Max"
100897,maynard b. barnes,"B. Barnes, Maynard"
101930,mcgeorge bundy,"Bundy, Mcgeorge"
116058,mckinney h. russell,"H. Russell, Mckinney"
111866,mehdi samii,"Samii, Mehdi"
500703,meira de vasconcelos,"de Vasconcelos, Meira"
109046,melina mercouri,"Mercouri, Melina"
500704,mello freire,"Freire, Mello"
107574,melvin r. laird,"R. Laird, Melvin"
500705,mem de sá,"de Sá, Mem"
101090,menachem begin,"Begin, Menachem"
500706,mendes viana,"Viana, Mendes"
500707,mendonça lima,"Lima, Mendonça"
500708,mercedes benz do brasil,"Benz do Brasil, Mercedes"
112649,michael b. smith,"B. Smith, Michael"
110886,michael h. posner,"H. Posner, Michael"
108458,michael n. manley,"N. Manley, Michael"
110305,michael palliser,"Palliser, Michael"
500709,michael ramsey,"Ramsey, Michael"
112151,michael scott,"Scott, Michael"
106620,michel jobert,"Jobert, Michel"
107799,michel legendre,"Legendre, Michel"
500710,michel legrand,"Legrand, Michel"
500711,miguel aleman,"Aleman, Miguel"
102178,miguel angel carcano,"Angel Carcano, Miguel"
500712,miguel arraes,"Arraes, Miguel"
500713,miguel colassuono,"Colassuono, Miguel"
500714,miguel couto,"Couto, Miguel"
500715,miguel lemos,"Lemos, Miguel"
500716,miguel osório de almeida,"Osório de Almeida, Miguel"
500717,miguel reale,"Reale, Miguel"
500718,miguel torga,"Torga, Miguel"
115009,miguel ángel zavala ortiz,"Ángel Zavala Ortiz, Miguel"
100965,milan bartos,"Bartos, Milan"
104215,millicent h. fenwick,"H. Fenwick, Millicent"
109193,milos minic,"Minic, Milos"
500719,milton cabral,"Cabral, Milton"
500720,milton campos,"Campos, Milton"
104571,milton fried,"Fried, Milton"
104579,milton friedman,"Friedman, Milton"
500721,milton gonçalves,"Gonçalves, Milton"
106925,milton katz,"Katz, Milton"
500722,milton soares,"Soares, Milton"
500723,milton telles ribeiro,"Telles Ribeiro, Milton"
500724,miranda jordão,"Jordão, Miranda"
102123,miriam camp,"Camp, Miriam"
102149,miriam camps,"Camps, Miriam"
500725,mirian leitão,"Leitão, Mirian"
500726,miro teixeira,"Teixeira, Miro"
110425,misael pastrana borrero,"Pastrana Borrero, Misael"
112309,mitchell w. sharp,"W. Sharp, Mitchell"
500727,moacir barcelos potiguara,"Barcelos Potiguara, Moacir"
500728,moacyr dalla,"Dalla, Moacyr"
109239,mobutu sese seko,"Sese Seko, Mobutu"
109261,mohamed ali,"Ali, Mohamed"
110290,mohammad reza pahlavi,"Reza Pahlavi, Mohammad"
109266,mohammed v,Mohammed V
112575,mongi slim,"Slim, Mongi"
500729,monteiro de carvalho,"de Carvalho, Monteiro"
500730,monteiro de castro,"de Castro, Monteiro"
500731,monteiro lobato,"Lobato, Monteiro"
500732,morais rêgo,"Rêgo, Morais"
500733,moreira lima,"Lima, Moreira"
113856,morris k. udall,"K. Udall, Morris"
105439,morton h. halperin,"H. Halperin, Morton"
103235,moshe dayan,"Dayan, Moshe"
104014,moshe erell,"Erell, Moshe"
500734,moura e silva,"e Silva, Moura"
113716,moussa traore,"Traore, Moussa"
500735,mozart gurgel valente,"Gurgel Valente, Mozart"
114181,munyua waiyaki,"Waiyaki, Munyua"
500736,murillo mendes,"Mendes, Murillo"
500737,murilo badaró,"Badaró, Murilo"
108506,murrey marder,"Marder, Murrey"
107428,myron b. kratzer,"B. Kratzer, Myron"
500738,márcio fortes,"Fortes, Márcio"
500739,márcio moreira alves,"Moreira Alves, Márcio"
500740,mário alves,"Alves, Mário"
500741,mário david andreazza,"David Andreazza, Mário"
500742,mário de pimentel brandão,"de Pimentel Brandão, Mário"
500743,mário dias,"Dias, Mário"
500744,mário garnero,"Garnero, Mário"
116120,mário henrique simonsen,"Henrique Simonsen, Mário"
500745,mário lemos,"Lemos, Mário"
500746,mário melo,"Melo, Mário"
7162,mário soares,"Soares, Mário"
500748,n. brandão,"Brandão, N."
106831,n. kaldor,"Kaldor, N."
100184,n. u. akpan,"U. Akpan, N."
500749,napoleão bonaparte,"Bonaparte, Napoleão"
500750,nascimento brito,"Brito, Nascimento"
103999,nasrollah entezam,"Entezam, Nasrollah"
111876,nathaniel d. samuels,"D. Samuels, Nathaniel"
103203,nathaniel davis,"Davis, Nathaniel"
112546,ndabaningi sithole,"Sithole, Ndabaningi"
114693,ne win,"Win, Ne"
500751,nehemias gueiros,"Gueiros, Nehemias"
500752,nei braga,"Braga, Nei"
500753,nelson carneiro,"Carneiro, Nelson"
500754,nelson gomes teixeira,"Gomes Teixeira, Nelson"
500755,nelson hungria,"Hungria, Nelson"
500756,nelson marchezan,"Marchezan, Nelson"
111487,nelson rockefeller,"Rockefeller, Nelson"
500758,nelson tabajara,"Tabajara, Nelson"
500759,nelson teixeira,"Teixeira, Nelson"
102368,neville chamberlain,"Chamberlain, Neville"
500760,ney lopes,"Lopes, Ney"
109808,nguyen thanh,"Thanh, Nguyen"
102884,nicanor costa mendez,"Costa Mendez, Nicanor"
102333,nicolae ceausescu,"Ceausescu, Nicolae"
115640,nicolae ionescu,"Ionescu, Nicolae"
110819,nikolai v. podgorny,Nikolai V. Podgorny
500763,nilo peçanha,"Peçanha, Nilo"
500764,nilton de oliveira,"de Oliveira, Nilton"
500765,nina rodrigues,"Rodrigues, Nina"
107248,nobusuke kishi,"Kishi, Nobusuke"
500766,noel de almeida,"de Almeida, Noel"
105792,noel hemmendinger,"Hemmendinger, Noel"
112465,norodom sihanouk,"Sihanouk, Norodom"
500767,nunyua waiyaki ,"Waiyaki , Nunyua"
500768,o. rosa n. da silva,"Rosa N. da Silva, O."
500769,odilo costa filho,"Costa Filho, Odilo"
500770,odilon braga,"Braga, Odilon"
100563,okoi arikpo,"Arikpo, Okoi"
500771,olagid alo,"Alo, Olagid"
500772,olavo bilac,"Bilac, Olavo"
500773,olavo hansen,"Hansen, Olavo"
500774,olavo v,Olavo V
100249,ole algard,"Algard, Ole"
500775,oliveira lima,"Lima, Oliveira"
500776,oliveira reis,"Reis, Oliveira"
500777,oliveira viana,"Viana, Oliveira"
108088,olivier long,"Long, Olivier"
110307,olof palme,"Palme, Olof"
111777,olof rydbeck,"Rydbeck, Olof"
109990,olusegun obasanjo,"Obasanjo, Olusegun"
500778,omar al-sakkaf,"Al-Sakkaf, Omar"
101529,omar bongo,"Bongo, Omar"
113657,omar torrijos herrera,"Torrijos Herrera, Omar"
500779,orestes quércia,"Quércia, Orestes"
115098,orlando agosti,"Agosti, Orlando"
500780,orlando carbonar,"Carbonar, Orlando"
500781,orlando geisel,"Geisel, Orlando"
500782,orlando leite ribeiro,"Leite Ribeiro, Orlando"
500783,orlando moscoso,"Moscoso, Orlando"
500784,orosimbo nonato,"Nonato, Orosimbo"
500785,ortiz mena,"Mena, Ortiz"
115097,oscar adriázola valda,"Adriázola Valda, Oscar"
500786,oscar bloch,"Bloch, Oscar"
500787,oscar freire,"Freire, Oscar"
500788,oscar hector camilión,"Hector Camilión, Oscar"
500789,oscar niemeyer,"Niemeyer, Oscar"
500790,oscar saraiva,"Saraiva, Oscar"
500791,oscar tenório,"Tenório, Oscar"
110062,osman olcay,"Olcay, Osman"
500792,osvaldo trigueiro,"Trigueiro, Osvaldo"
100526,oswaldo aranha,"Aranha, Oswaldo"
500793,oswaldo cruz,"Cruz, Oswaldo"
108111,oswaldo lópez arellano,"López Arellano, Oswaldo"
500794,osório de almeida,"de Almeida, Osório"
113863,otilio ulate blanco,"Ulate Blanco, Otilio"
107603,otto graf lambsdorff,"Graf Lambsdorff, Otto"
101351,otto von bismarck,"Von Bismarck, Otto"
114440,otto werner,"Werner, Otto"
114720,otto winzer,"Winzer, Otto"
101912,otávio gouvéia de bulhões,"Gouvéia de Bulhões, Otávio"
500795,otávio gouvêa de bulhões,"Gouvêa de Bulhões, Otávio"
500796,otávio mangabeira,"Mangabeira, Otávio"
102890,p. costello,"Costello, P."
115132,p. h. amr,"H. Amr, P."
105463,p. m. hamilton,"M. Hamilton, P."
112729,p. v. j. solomon,P. V. J. Solomon
500797,pacheco de oliveira,"de Oliveira, Pacheco"
500798,paes barreto,"Barreto, Paes"
500799,pandiá calógeras,"Calógeras, Pandiá"
500800,papa joão paulo i,Papa João Paulo I
500801,papa paulo vi,Papa Paulo VI
500802,paranhos da silveira,"da Silveira, Paranhos"
110369,park chung hee,"Chung Hee, Park"
500803,parsifal barroso,"Barroso, Parsifal"
108201,patrice e. lumumba,"e. Lumumba, Patrice"
109881,patricia nixon,"Nixon, Patricia"
102265,patricio carvajal prado,"Carvajal Prado, Patricio"
500804,patrick holland,"Holland, Patrick"
100987,paul bastid,"Bastid, Paul"
115214,paul blanchet,"Blanchet, Paul"
100099,paul d. adams,"D. Adams, Paul"
108340,paul e. magloire,"e. Magloire, Paul"
103991,paul engo,"Engo, Paul"
104270,paul findley,"Findley, Paul"
104506,paul frank,"Frank, Paul"
107438,paul h. kreisberg,"H. Kreisberg, Paul"
108210,paul j. f. lusaka,"J. F. Lusaka, Paul"
112794,paul-henri spaak,"Paul-Spaak, Henri"
500805,paulino cícero,"Cícero, Paulino"
500806,paulo brossard,"Brossard, Paulo"
500807,paulo cabral,"Cabral, Paulo"
500808,paulo carneiro,"Carneiro, Paulo"
500809,paulo cunha,"Cunha, Paulo"
500810,paulo da costa franco,"da Costa Franco, Paulo"
500811,paulo de frontin,"de Frontin, Paulo"
500812,paulo egydio martins,"Egydio Martins, Paulo"
500813,paulo evaristo arns,"Evaristo Arns, Paulo"
500814,paulo ferraz,"Ferraz, Paulo"
500815,paulo guerra,"Guerra, Paulo"
500816,paulo i. lopes,Paulo I. Lopes
500817,paulo j. lopes,"J. Lopes, Paulo"
500818,paulo leão de moura,"Leão de Moura, Paulo"
500819,paulo lopes corrêa,"Lopes Corrêa, Paulo"
500820,paulo lyra,"Lyra, Paulo"
500821,paulo machado,"Machado, Paulo"
500822,paulo mafra,"Mafra, Paulo"
500823,paulo mendes,"Mendes, Paulo"
500824,paulo niemeyer,"Niemeyer, Paulo"
500825,paulo nogueira batista,"Nogueira Batista, Paulo"
500826,paulo pimentel,"Pimentel, Paulo"
500827,paulo roberto krahe,"Roberto Krahe, Paulo"
500828,paulo romano,"Romano, Paulo"
500829,paulo silva,"Silva, Paulo"
500830,paulo tarso flecha de lima,"Tarso Flecha de Lima, Paulo"
500831,paulo torres,"Torres, Paulo"
500832,paulo vidal,"Vidal, Paulo"
500833,paulo vieira belotti,"Vieira Belotti, Paulo"
500834,paz estenssoro,"Estenssoro, Paz"
500835,pedro aleixo,"Aleixo, Pedro"
500836,pedro calmon,"Calmon, Pedro"
500837,pedro ernesto,"Ernesto, Pedro"
100523,pedro eugenio aramburu,"Eugenio Aramburu, Pedro"
500838,pedro ii,Pedro II
500839,pedro maciel vidigal,"Maciel Vidigal, Pedro"
500840,pedroso horta,"Horta, Pedroso"
500841,peixoto de castro,"de Castro, Peixoto"
500842,penha brasil,"Brasil, Penha"
500843,penna botto,"Botto, Penna"
500844,pereira carneiro,"Carneiro, Pereira"
500845,pereira lima,"Lima, Pereira"
500846,pereira passos,"Passos, Pereira"
114206,peter c. walker,"C. Walker, Peter"
110613,peter g. peterson,"G. Peterson, Peter"
105836,peter hermes,"Hermes, Peter"
106566,peter jay,"Jay, Peter"
110612,peter peterson,"Peterson, Peter"
115994,petronio portella,"Portella, Petronio"
500847,petrônio portella,"Portella, Petrônio"
109074,pierre a. messmer,"A. Messmer, Pierre"
113757,pierre elliott trudeau,"Elliott Trudeau, Pierre"
104798,pierre gemayel,"Gemayel, Pierre"
500848,pinheiro machado,"Machado, Pinheiro"
500849,pinto de moura,"de Moura, Pinto"
500850,pio correia,"Correia, Pio"
500851,pio corrêa,"Corrêa, Pio"
500852,pires do rio,"do Rio, Pires"
500853,plínio salgado,"Salgado, Plínio"
500854,pontes de miranda,"de Miranda, Pontes"
500855,prado kelly,"Kelly, Prado"
500856,pratini de moraes,"de Moraes, Pratini"
500857,princesa alexandra,"Alexandra, Princesa"
500858,prisco paraíso,"Paraíso, Prisco"
500859,prisco viana,"Viana, Prisco"
500860,prudente de morais,"de Morais, Prudente"
500861,príncipe charles,"Charles, Príncipe"
500862,príncipe philip,"Philip, Príncipe"
116024,ptolemy reid,"Reid, Ptolemy"
115784,pál losonczi,"Losonczi, Pál"
108732,r. d. c. mcalpine,"D. C. Mcalpine, R."
103157,r. darst,"Darst, R."
103700,r. e. dulin,"e. Dulin, R."
101820,r. f. brown,"F. Brown, R."
108290,r. g. mackay,"G. Mackay, R."
113067,r. g. w. stone,"G. W. Stone, R."
108617,r. h. mason,"H. Mason, R."
105604,r. l. harry,"L. Harry, R."
106865,r. n. kao,"N. Kao, R."
110367,r. s. park,"S. Park, R."
105253,rademaker grunewald,"Grunewald, Rademaker"
1183,rafael caldera,"Caldera, Rafael"
111503,rafael caldera rodriguez,"Caldera Rodriguez, Rafael"
103296,rafael de la colina,"de a Colina, Rafael"
500864,rafael mayer,"Mayer, Rafael"
500865,rainha elizabeth ii,Rainha Elizabeth II
103234,rajeshwar dayal,"Dayal, Rajeshwar"
103112,ralf g. dahrendorf,"G. Dahrendorf, Ralf"
500866,ramalho eanes,"Eanes, Ramalho"
500867,ramiro elysio saraiva guerreiro,"Elysio Saraiva Guerreiro, Ramiro"
104041,ramon escovar,"Escovar, Ramon"
500868,ramos de azevedo,"de Azevedo, Ramos"
102610,ramsey clark,"Clark, Ramsey"
500869,raul barbosa,"Barbosa, Raul"
500870,raul bopp,"Bopp, Raul"
500871,raul de góes,"de Góes, Raul"
500872,raul de vicenzi,"de Vicenzi, Raul"
104230,raul fernandes,"Fernandes, Raul"
500874,raul leitão da cunha,"Leitão da Cunha, Raul"
110936,raul prebisch,"Prebisch, Raul"
500875,raul smandeck,"Smandeck, Raul"
102668,ray s. cline,"S. Cline, Ray"
100923,raymond o. j. barre,"O. J. Barre, Raymond"
500876,raymundo padilha,"Padilha, Raymundo"
102311,raúl castro,"Castro, Raúl"
116008,raúl quijano,"Quijano, Raúl"
111924,raúl sapena pastor,"Sapena Pastor, Raúl"
116132,red smith,"Smith, Red"
103952,regina m. eltz,"M. Eltz, Regina"
108679,reginald maudling,"Maudling, Reginald"
500877,regis de oliveira,"de Oliveira, Regis"
500878,rein henriksen,"Henriksen, Rein"
109851,reinhold niebuhr,"Niebuhr, Reinhold"
500879,reis veloso,"Veloso, Reis"
500880,renato azeredo,"Azeredo, Renato"
500881,renato firmino maia de mendonça ,"Firmino Maia de Mendonça , Renato"
500882,renato machado,"Machado, Renato"
500883,renato prado guimarães,"Prado Guimarães, Renato"
500884,rex nazaré alves,"Nazaré Alves, Rex"
500885,ribeiro couto,"Couto, Ribeiro"
500886,ribeiro da costa,"da Costa, Ribeiro"
107567,ricardo lagos,"Lagos, Ricardo"
104704,richard a. gard,"A. Gard, Richard"
113068,richard b. stone,"B. Stone, Richard"
101821,richard c. brown,"C. Brown, Richard"
102611,richard c. clark,"C. Clark, Richard"
112929,richard c. steadman,"C. Steadman, Richard"
106957,richard d. kearney,"D. Kearney, Richard"
106672,richard e. johnson,"e. Johnson, Richard"
115985,richard e. pipes,"e. Pipes, Richard"
115359,richard g. darman,"G. Darman, Richard"
106673,richard g. johnson,"G. Johnson, Richard"
109882,richard nixon,"Nixon, Richard"
101822,richard r. brown,"R. Brown, Richard"
112657,richard smith,"Smith, Richard"
105813,richard v. hennes,Richard V. Hennes
113936,richard valeriani,"Valeriani, Richard"
112658,richard w. smith,"W. Smith, Richard"
500888,rigoberto cartagena,"Cartagena, Rigoberto"
106520,rikhi jaipal,"Jaipal, Rikhi"
108581,robert a. martin,"A. Martin, Robert"
110418,robert a. pastor,"A. Pastor, Robert"
100442,robert anderson,"Anderson, Robert"
100443,robert b. anderson,"B. Anderson, Robert"
115188,robert b. bentley,"B. Bentley, Robert"
101373,robert b. black,"B. Black, Robert"
105926,robert b. hill,"B. Hill, Robert"
109390,robert b. morgan,"B. Morgan, Robert"
101598,robert boulin,"Boulin, Robert"
100238,robert c. alexander,"C. Alexander, Robert"
102045,robert c. byrd,"C. Byrd, Robert"
107232,robert c. kirk,"C. Kirk, Robert"
106295,robert e. hunter,"e. Hunter, Robert"
110149,robert e. osgood,"e. Osgood, Robert"
104078,robert f. evans,"F. Evans, Robert"
8041,robert f. wagner,"F. Wagner, Robert"
104669,robert galley,"Galley, Robert"
104889,robert gillet,"Gillet, Robert"
104266,robert h. finch,"H. Finch, Robert"
109734,robert h. neuman,"H. Neuman, Robert"
101379,robert j. blackwell,"J. Blackwell, Robert"
115521,robert j. gill,"J. Gill, Robert"
107032,robert kennedy,"Kennedy, Robert"
104633,robert l. funseth,"L. Funseth, Robert"
114515,robert m. white,"M. White, Robert"
111994,robert marion sayre,"Marion Sayre, Robert"
109459,robert moses,"Moses, Robert"
109505,robert mugabe,"Mugabe, Robert"
100444,robert o. anderson,"O. Anderson, Robert"
101218,robert s. bergland,"S. Bergland, Robert"
108939,robert s. mcnamara,"S. Mcnamara, Robert"
112113,robert schuman,"Schuman, Robert"
115842,robert t. mcnamar,"T. Mcnamar, Robert"
112888,robert t. stafford,"T. Stafford, Robert"
115490,robert w. fri,"W. Fri, Robert"
113803,robert w. tucker,"W. Tucker, Robert"
116267,robert white,"White, Robert"
500891,roberto abreu sodré,"Abreu Sodré, Roberto"
500892,roberto alves,"Alves, Roberto"
500893,roberto augusto,"Augusto, Roberto"
500894,roberto campos,"Campos, Roberto"
115292,roberto capriles,"Capriles, Roberto"
500895,roberto carlos,"Carlos, Roberto"
102148,roberto de oliveira campos,"de Oliveira Campos, Roberto"
105339,roberto e. guyer,"e. Guyer, Roberto"
114095,roberto e. viola,"e. Viola, Roberto"
500896,roberto ferreira,"Ferreira, Roberto"
500897,roberto kelly,"Kelly, Roberto"
500898,roberto lyra,"Lyra, Roberto"
500899,roberto marinho,"Marinho, Roberto"
500900,roberto santos,"Santos, Roberto"
500901,roberto silveira,"Silveira, Roberto"
500902,roberto simonsen,"Simonsen, Roberto"
500903,rocha lagoa,"Lagoa, Rocha"
110012,rodrigo carazo odio,"Carazo Odio, Rodrigo"
500904,rodrigo otávio,"Otávio, Rodrigo"
500905,rodrigues alves,"Alves, Rodrigues"
500906,rodrigues lima,"Lima, Rodrigues"
500907,rodrigues neto,"Neto, Rodrigues"
112996,roger bentham stevens,"Bentham Stevens, Roger"
105517,roger d. hansen,"D. Hansen, Roger"
115469,roger w. fontaine,"W. Fontaine, Roger"
500908,rogério cerqueira leite,"Cerqueira Leite, Rogério"
500909,rogério marinho,"Marinho, Rogério"
115431,romulo escobar bethancourt,"Escobar Bethancourt, Romulo"
500910,ronald de carvalho,"de Carvalho, Ronald"
116287,ronald e. woods,"e. Woods, Ronald"
111219,ronald reagan,"Reagan, Ronald"
500912,ronaldo sardenberg,"Sardenberg, Ronaldo"
500913,rondon pacheco,"Pacheco, Rondon"
102258,rosalynn carter,"Carter, Rosalynn"
106590,roy h. jenkins,"H. Jenkins, Roy"
108618,roy mason,"Mason, Roy"
115481,ruben o. franco,"O. Franco, Ruben"
500914,rubens barbosa,"Barbosa, Rubens"
500915,rubens costa,"Costa, Rubens"
500916,rubens porto,"Porto, Rubens"
500917,rubens resstel,"Resstel, Rubens"
500918,rubens ricupero,"Ricupero, Rubens"
500919,rubens vaz,"Vaz, Rubens"
110614,rudolph a. peterson,"A. Peterson, Rudolph"
500920,rui barbosa,"Barbosa, Rui"
500921,rui carneiro,"Carneiro, Rui"
500922,rui palmeira,"Palmeira, Rui"
110435,rui patrício,"Patrício, Rui"
500923,rui santos,"Santos, Rui"
100831,rupiah banda,"Banda, Rupiah"
500924,ruth de souza castro,"de Souza Castro, Ruth"
500925,ruth escobar,"Escobar, Ruth"
500926,régis bittencourt,"Bittencourt, Régis"
500927,rêgo barros,"Barros, Rêgo"
101263,rómulo betancourt,"Betancourt, Rómulo"
500928,rômulo de almeida,"de Almeida, Rômulo"
103287,s. k. dehlavi,"K. Dehlavi, S."
108361,s. k. mai,"K. Mai, S."
114974,s. m. yusuf,"M. Yusuf, S."
100113,s. o. adebo,"O. Adebo, S."
108788,s. s. mcclure,"S. Mcclure, S."
111787,sabah al-ahmad al-jaber al-sabah,"Al-Ahmad Al-Jaber Al-Sabah, Sabah"
110049,saburo okita,"Okita, Saburo"
500929,sadock de sá,"de Sá, Sadock"
100130,sadruddin aga khan,"Aga Khan, Sadruddin"
500930,saldanha derzi,"Derzi, Saldanha"
111843,salim ahmed salim,"Ahmed Salim, Salim"
500931,salvador allende,"Allende, Salvador"
5639,sam nujoma,"Nujoma, Sam"
108283,samora moises machel,"Moises Machel, Samora"
500933,sampaio dória,"Dória, Sampaio"
106300,samuel huntington,"Huntington, Samuel"
500935,samuel pinheiro guimarães,"Pinheiro Guimarães, Samuel"
500936,samuel wainer,"Wainer, Samuel"
500937,san tiago dantas,"Tiago Dantas, San"
107605,sangoulé lamizana,"Lamizana, Sangoulé"
111512,santiago roel,"Roel, Santiago"
500938,santos dumont,"Dumont, Santos"
500939,sapeña pastor,"Pastor, Sapeña"
500940,sara kubitschek,"Kubitschek, Sara"
500941,saraiva guerreiro,"Guerreiro, Saraiva"
111966,sau ha,"Ha, Sau"
111085,saul f. rae,"F. Rae, Saul"
500942,jean sauvagnargues,"Sauvagnargues, Jean"
108255,sean macbride,"Macbride, Sean"
500943,sebastião do rego barros,"do Rego Barros, Sebastião"
111126,seewoosagur ramgoolam,"Ramgoolam, Seewoosagur"
112229,seni pramoj,"Pramoj, Seni"
107091,seretse khama,"Khama, Seretse"
500944,severo gomes,"Gomes, Severo"
500945,sevilla sacasa,"Sacasa, Sevilla"
111702,seymour j. rubin,"J. Rubin, Seymour"
500946,sheun ming ling,"Ming Ling, Sheun"
500947,shigeaki ueki,"Ueki, Shigeaki"
110546,shimon peres,"Peres, Shimon"
500948,shirley temple,"Temple, Shirley"
112998,siaka stevens,"Stevens, Siaka"
103897,sigvard eklund,"Eklund, Sigvard"
500949,silva jardim,"Jardim, Silva"
500950,silva ramos,"Ramos, Silva"
500951,silvio frota,"Frota, Silvio"
500952,silvio santos,"Santos, Silvio"
500953,simón bolívar,"Bolívar, Simón"
500954,siqueira campos,"Campos, Siqueira"
109597,siteke g. mwale,"G. Mwale, Siteke"
500955,souza filho,"Filho, Souza"
111076,stanislaw raczkowski,"Raczkowski, Stanislaw"
113724,stanislaw trepczynski,"Trepczynski, Stanislaw"
102662,stanley m. cleveland,"M. Cleveland, Stanley"
113831,stansfield m. turner,"M. Turner, Stansfield"
114843,stefan wyszynski,"Wyszynski, Stefan"
104718,stephen gardner,"Gardner, Stephen"
108148,stephen low,"Low, Stephen"
103894,stuart e. eizenstat,"e. Eizenstat, Stuart"
