name_id,old_name,new_name
500360,fernando pessoa,"Pessoa, Fernando"
500361,fernando reis,"Reis, Fernando"
500362,ferreira neto,"Neto, Ferreira"
102307,fidel castro,"Castro, Fidel"
500363,flavio lacerda,"Lacerda, Flavio"
500364,flexa ribeiro,"Ribeiro, Flexa"
500365,floriano peixoto,"Peixoto, Floriano"
500366,floriano peixoto faria lima,"Peixoto Faria Lima, Floriano"
500367,flávio brito,"Brito, Flávio"
500368,flávio marcílio,"Marcílio, Flávio"
500369,flávio peixoto,"Peixoto, Flávio"
500370,fonseca costa,"Costa, Fonseca"
100016,forest e. abbuhl,"e. Abbuhl, Forest"
500371,foster dulles,"Dulles, Foster"
500372,francelino pereira,"Pereira, Francelino"
113941,francis a. vallat,"A. Vallat, Francis"
101404,francis blanchard,"Blanchard, Francis"
500373,francisco adolfo de varnhagen,"Adolfo de Varnhagen, Francisco"
500374,francisco alves,"Alves, Francisco"
500375,francisco campos,"Campos, Francisco"
103037,francisco cuevas cancino,"Cuevas Cancino, Francisco"
500376,francisco d'alamo lousada,"D'Alamo Lousada, Francisco"
104990,francisco da costa gomes,"da Costa Gomes, Francisco"
500377,francisco de paula,"de Paula, Francisco"
500378,francisco dornelles,"Dornelles, Francisco"
500379,francisco eduardo de paula machado,"Eduardo de Paula Machado, Francisco"
500380,francisco franco,"Franco, Francisco"
500381,francisco lopes,"Lopes, Francisco"
102348,francisco morales bermudez cerruti,"Morales Bermudez Cerruti, Francisco"
500382,francisco morales bermudez cerrutti,"Morales Bermudez Cerrutti, Francisco"
500383,francisco negrão de lima,"Negrão de Lima, Francisco"
500384,francisco neves,"Neves, Francisco"
500385,francisco pinto,"Pinto, Francisco"
100822,francisco pinto balsemao,"Pinto Balsemao, Francisco"
500386,francisco rezek,"Rezek, Francisco"
500387,francisco silva,"Silva, Francisco"
500388,francisco sá,"Sá, Francisco"
500389,franco nogueira,"Nogueira, Franco"
114727,frank g. wisner,"G. Wisner, Frank"
115006,frank g. zarb,"G. Zarb, Frank"
115807,frank mankiewicz,"Mankiewicz, Frank"
111579,franklin d. roosevelt,"D. Roosevelt, Franklin"
500390,franklin delano roosevelt,"Delano Roosevelt, Franklin"
113096,franz josef strauss,"Josef Strauss, Franz"
107532,françois de laboulaye,"de Laboulaye, François"
103752,françois duvalier,"Duvalier, François"
107792,françois lefebvre de laboulaye,"Lefebvre de Laboulaye, François"
109227,françois mitterrand,"Mitterrand, François"
101500,frederick h. boland,"H. Boland, Frederick"
106424,frederick irving,"Irving, Frederick"
116279,frederick wills,"Wills, Frederick"
106152,félix houphouet-boigny,"Houphouet-Boigny, Félix"
500392,félix pacheco,"Pacheco, Félix"
107536,g. c. lacaze,"C. Lacaze, G."
103077,g. cushing,"Cushing, G."
111518,g. e. f. rogers,"e. F. Rogers, G."
107682,g. larson,"Larson, G."
102248,g. s. carter,"S. Carter, G."
105297,g. s. gulbenkian,"S. Gulbenkian, G."
109156,g. william miller,"William Miller, G."
105012,gabriel gonzález videla,"González Videla, Gabriel"
107554,gabriel van laethem,"Van Laethem, Gabriel"
500393,gago coutinho,"Coutinho, Gago"
108853,gale w. mcgee,"W. Mcgee, Gale"
500394,gama filho,"Filho, Gama"
102855,gamani corea,"Corea, Gamani"
101080,garcia bedoya,"Bedoya, Garcia"
101801,garry e. brown,"e. Brown, Garry"
105608,gary w. hart,"W. Hart, Gary"
113554,gaston thorn,"Thorn, Gaston"
500395,gastão vidigal,"Vidigal, Gastão"
115689,geoffrey kemp,"Kemp, Geoffrey"
114226,geoffrey wallinger,"Wallinger, Geoffrey"
110959,george c. price,"C. Price, George"
102157,george canning,"Canning, George"
103126,george dalley,"Dalley, George"
100299,george e. allen,"e. Allen, George"
103170,george f. davidson,"F. Davidson, George"
109554,george h. murphy,"H. Murphy, George"
104809,george ii,George II
500396,george marshall,"Marshall, George"
108971,george meany,"Meany, George"
115876,george moe,"Moe, George"
109491,george mu,"Mu, George"
109553,george murphy,"Murphy, George"
112427,george pratt shultz,"Pratt Shultz, George"
108862,george s. mcgovern,"S. Mcgovern, George"
500397,george schultz,"Schultz, George"
104811,george v,George V
104812,george vi,George VI
101999,george w. bush,"W. Bush, George"
114313,george washington,"Washington, George"
108490,georges marchais,"Marchais, Georges"
100529,georgi a. arbatov,"A. Arbatov, Georgi"
110398,gerald l. parsky,"L. Parsky, Gerald"
500398,geraldo azevedo henning,"Azevedo Henning, Geraldo"
500399,geraldo costa,"Costa, Geraldo"
500400,geraldo freire,"Freire, Geraldo"
500401,geraldo holanda cavalcanti,"Holanda Cavalcanti, Geraldo"
500402,geraldo melo,"Melo, Geraldo"
500403,gerhard wolter,"Wolter, Gerhard"
500404,germán rodriguez fonnegra,"Rodriguez Fonnegra, Germán"
500405,gerson camata,"Camata, Gerson"
500406,getúlio dias,"Dias, Getúlio"
500407,getúlio vargas,"Vargas, Getúlio"
115124,ghulam ali allana,"Ali Allana, Ghulam"
109263,ghulam mohammed,"Mohammed, Ghulam"
500408,gilberto amado,"Amado, Gilberto"
500409,gilberto freyre,"Freyre, Gilberto"
500410,gilberto gil,"Gil, Gilberto"
500411,gilberto marinho,"Marinho, Gilberto"
500412,gilberto sá,"Sá, Gilberto"
500413,gilson amado,"Amado, Gilson"
107850,giovanni leone,"Leone, Giovanni"
100459,giulio andreotti,"Andreotti, Giulio"
500414,glauber rocha,"Rocha, Glauber"
115341,golbery do couto e silva,"do Couto e Silva, Golbery"
102009,goler t. butcher,"T. Butcher, Goler"
500415,gomes pereira,"Pereira, Gomes"
100935,gonzalo barrios,"Barrios, Gonzalo"
500416,gonçalves de oliveira ,"de Oliveira , Gonçalves"
110405,gopalaswami parthasarathi,"Parthasarathi, Gopalaswami"
113011,gordon stewart,"Stewart, Gordon"
113202,gordon sumner,"Sumner, Gordon"
500417,graça aranha,"Aranha, Graça"
113728,gregory f. treverton,"F. Treverton, Gregory"
500418,gregório bezerra,"Bezerra, Gregório"
101118,griffin b. bell,"B. Bell, Griffin"
102658,grover cleveland,"Cleveland, Grover"
500419,guglielmo marconi,"Marconi, Guglielmo"
500420,guilherme arinos,"Arinos, Guilherme"
500421,guilherme da silveira,"da Silveira, Guilherme"
500422,guilherme figueiredo,"Figueiredo, Guilherme"
500423,guilherme machado,"Machado, Guilherme"
111506,guillermo rodríguez lara,"Rodríguez Lara, Guillermo"
109607,gunnar myrdal,"Myrdal, Gunnar"
106555,gunnar v. jarring,Gunnar V. Jarring
500424,gustavo afonso capanema,"Afonso Capanema, Gustavo"
500425,gustavo barroso,"Barroso, Gustavo"
500426,gustavo capanema,"Capanema, Gustavo"
500427,gustavo gutierrez,"Gutierrez, Gustavo"
109283,guy mollet,"Mollet, Guy"
500428,góes calmon,"Calmon, Góes"
500429,góes monteiro,"Monteiro, Góes"
100482,h. g. angelo,"G. Angelo, H."
107495,h. h. kung,"H. Kung, H."
500430,h. oliveira junior,"Oliveira Junior, H."
106579,h. p. jeffrey,"P. Jeffrey, H."
108408,h. r. malik,"R. Malik, H."
500431,h. s. owen,"S. Owen, H."
105347,haakon vii,Haakon VII
102431,habib chatty,"Chatty, Habib"
100644,hafez assad,"Assad, Hafez"
112206,haile selassie,"Selassie, Haile"
104298,hamilton fish,"Fish, Hamilton"
106745,hamilton m. jordan,"M. Jordan, Hamilton"
100381,hamilton shirley amerasinghe,"Shirley Amerasinghe, Hamilton"
500432,hamilton xavier,"Xavier, Hamilton"
100506,hans apel,"Apel, Hans"
500433,hans daniels,"Daniels, Hans"
104568,hans friderichs,"Friderichs, Hans"
100413,hans g. andersen,"G. Andersen, Hans"
108670,hans matthoefer,"Matthoefer, Hans"
113799,hans n. tuch,"N. Tuch, Hans"
104803,hans-dietrich genscher,"Hans-Genscher, Dietrich"
101807,harold brown,"Brown, Harold"
107686,harold j. laski,"J. Laski, Harold"
107900,harold lever,"Lever, Harold"
100002,harold r. aaron,"R. Aaron, Harold"
114668,harold wilson,"Wilson, Harold"
500434,haroldo holanda,"Holanda, Haroldo"
500435,haroldo valadão,"Valadão, Haroldo"
101808,harrison brown,"Brown, Harrison"
113770,harry s. truman,"S. Truman, Harry"
500436,harry stone,"Stone, Harry"
116214,harry truman,"Truman, Harry"
105657,hassan ii,Hassan II
115557,hector gros espiell,"Gros Espiell, Hector"
106312,hector hurtado,"Hurtado, Hector"
108168,heinrich lübke,"Lübke, Heinrich"
500437,heitor de aquino ferreira,"de Aquino Ferreira, Heitor"
500438,heitor furtado,"Furtado, Heitor"
500439,heitor lira,"Lira, Heitor"
500440,heleno cláudio fragoso,"Cláudio Fragoso, Heleno"
500441,helio bittencourt,"Bittencourt, Helio"
107324,helmut kohl,"Kohl, Helmut"
112066,helmut schmidt,"Schmidt, Helmut"
112530,helvi sipila,"Sipila, Helvi"
104594,henri froment-meurice,"Froment-Meurice, Henri"
102183,henrique cardoso,"Cardoso, Henrique"
500442,henrique de la rocque,"de a Rocque, Henrique"
500443,henrique dodsworth,"Dodsworth, Henrique"
500444,henrique fleiuss,"Fleiuss, Henrique"
113942,henrique rodrigues valle,"Rodrigues Valle, Henrique"
500445,henrique teixeira lott,"Teixeira Lott, Henrique"
114215,henry a. wallace,"A. Wallace, Henry"
114225,henry c. wallich,"C. Wallich, Henry"
102638,henry clay,"Clay, Henry"
106341,henry j. hyde,"J. Hyde, Henry"
107252,henry kissinger,"Kissinger, Henry"
101130,henry l. bellmon,"L. Bellmon, Henry"
500447,henry maksoud,"Maksoud, Henry"
111299,henry s. reuss,"S. Reuss, Henry"
107806,herbert h. lehman,"H. Lehman, Herbert"
500448,herbert levy,"Levy, Herbert"
500449,herberto sales,"Sales, Herberto"
500450,herculano de freitas,"de Freitas, Herculano"
500451,hermano de deus nobre alves ,"de Deus Nobre Alves , Hermano"
500452,hermes da fonseca,"da Fonseca, Hermes"
500453,hermínia de souza e silva collor,"de Souza e Silva Collor, Hermínia"
111914,hernan santa cruz,"Santa Cruz, Hernan"
112475,hernán siles zuazo,"Siles Zuazo, Hernán"
500455,hervásio guimarães de carvalho,"Guimarães de Carvalho, Hervásio"
500456,hickenlooper,Hickenlooper
500457,hilda faria lima,"Faria Lima, Hilda"
109522,hilgard muller,"Muller, Hilgard"
110472,hipólito jesús paz,"Jesús Paz, Hipólito"
105953,hirohito,Hirohito
500458,hisanaga shimazu,"Shimazu, Hisanaga"
500459,hisham el shawa,"El Shawa, Hisham"
111435,holden a. roberto,"A. Roberto, Holden"
102452,hollis b. chenery,"B. Chenery, Hollis"
500460,homero santos,"Santos, Homero"
500461,honório rodrigues,"Rodrigues, Honório"
107556,horacio lafer,"Lafer, Horacio"
500462,horácio de carvalho,"de Carvalho, Horácio"
500463,horácio lafer,"Lafer, Horácio"
101601,houari boumédiene,"Boumédiene, Houari"
106211,huang hua,"Hua, Huang"
115647,hubert jack,"Jack, Hubert"
500464,hugo abreu,"Abreu, Hugo"
100843,hugo banzer,"Banzer, Hugo"
113142,hugo banzer suarez,"Banzer Suarez, Hugo"
100844,hugo banzer suárez,"Banzer Suárez, Hugo"
500465,hugo de oliveira piva,"de Oliveira Piva, Hugo"
500466,hugo napoleão,"Napoleão, Hugo"
500467,hugo pinheiro guimarães,"Pinheiro Guimarães, Hugo"
500468,humberto barreto,"Barreto, Humberto"
500469,humberto bastos,"Bastos, Humberto"
500470,humberto de campos,"de Campos, Humberto"
500471,humberto lucena,"Lucena, Humberto"
500472,humberto mauro,"Mauro, Humberto"
500473,humberto souto,"Souto, Humberto"
100489,hushang ansary,"Ansary, Hushang"
500474,hélio beltrão,"Beltrão, Hélio"
500475,hélio costa,"Costa, Hélio"
500476,hélio coutinho,"Coutinho, Hélio"
500477,hélio de almeida,"de Almeida, Hélio"
500478,hélio dutra neves,"Dutra Neves, Hélio"
500479,hélio jaguaribe,"Jaguaribe, Hélio"
500480,hélio marcos penna beltrão,"Marcos Penna Beltrão, Hélio"
500481,hélio ramos,"Ramos, Hélio"
500482,hélio scarabotolo,"Scarabotolo, Hélio"
500483,hélio silva,"Silva, Hélio"
500484,i. c. tupper,I. C. Tupper
110431,i. g. patel,I. G. Patel
112592,i. v. smirnov,I. V. Smirnov
114051,i. vertes,I. Vertes
500485,iberê gilson,"Gilson, Iberê"
500486,ibrahim sued,"Sued, Ibrahim"
500487,ichiro fujimoto,"Fujimoto, Ichiro"
100387,idi amin,"Amin, Idi"
106365,idris i,Idris I
500488,igor torres carrilho,"Torres Carrilho, Igor"
500489,ildo meneghetti,"Meneghetti, Ildo"
500490,ilmar pena marinho,"Pena Marinho, Ilmar"
108497,imelda romualdez marcos,"Romualdez Marcos, Imelda"
500491,imperatriz nagako,"Nagako, Imperatriz"
106411,in tam,"Tam, In"
115769,indalecio lievano aguirre,"Lievano Aguirre, Indalecio"
104687,indira gandhi,"Gandhi, Indira"
116199,inga thorsson,"Thorsson, Inga"
500492,iracema portella,"Portella, Iracema"
500493,irmã dulce,"Dulce, Irmã"
115970,isabel martinez de perón,"Martinez de Perón, Isabel"
104109,ismail fahmy,"Fahmy, Ismail"
109159,israel miller,"Miller, Israel"
115788,italo a. luder,"A. Luder, Italo"
500494,italo conti,"Conti, Italo"
500495,italívio coelho,"Coelho, Italívio"
104493,itamar franco,"Franco, Itamar"
500496,ivan cannabrava,"Cannabrava, Ivan"
500497,ivan lins,"Lins, Ivan"
500498,ivano gomes,"Gomes, Ivano"
500499,ivo caggiani,"Caggiani, Ivo"
500500,ivo pitanguy,"Pitanguy, Ivo"
111349,ivor richard,"Richard, Ivor"
106843,j. a. kamil,"A. Kamil, J."
500501,j. a. wright,"A. Wright, J."
4095,j. burke knapp,"Burke Knapp, J."
103189,j. c. davis,"C. Davis, J."
500503,j. c. rego monteiro,"C. Rego Monteiro, J."
500504,j. coimbra bueno,"Coimbra Bueno, J."
103181,j. davignon,"Davignon, J."
500505,j. e. brant,"e. Brant, J."
500506,j. frank da costa,"Frank da Costa, J."
500507,j. h. russo,"H. Russo, J."
500508,j. j. seabra,"J. Seabra, J."
107538,j. k. lacey,"K. Lacey, J."
103190,j. o. davis,"O. Davis, J."
111720,j. p. ruina,"P. Ruina, J."
500509,j. peres,"Peres, J."
110404,j. r. parten,"R. Parten, J."
111684,j. r. rowland,"R. Rowland, J."
102622,j. r. s. clarke,"R. S. Clarke, J."
500510,j. rodrigues da costa,"Rodrigues da Costa, J."
500511,j. s. peixoto de castro,"S. Peixoto de Castro, J."
116014,j. t. rankin,"T. Rankin, J."
112318,j. v. w. shaw,J. V. W. Shaw
103046,j. w. s. cumes,"W. S. Cumes, J."
100432,jack anderson,"Anderson, Jack"
113929,jack j. valenti,"J. Valenti, Jack"
500512,jack kubish,"Kubish, Jack"
100530,jacobo arbenz guzmán,"Arbenz Guzmán, Jacobo"
103281,jacques de folin,"de Folin, Jacques"
500513,jacques maritain,"Maritain, Jacques"
102506,jacques r. chirac,"R. Chirac, Jacques"
500514,jacy magalhães,"Magalhães, Jacy"
110762,jaime de pinies,"de Pinies, Jaime"
500515,jaime lerner,"Lerner, Jaime"
111293,james b. reston,"B. Reston, James"
109709,james c. nelson,"C. Nelson, James"
102105,james callaghan,"Callaghan, James"
103724,james clement dunn,"Clement Dunn, James"
114676,james harold wilson,"Harold Wilson, James"
106656,james johnson,"Johnson, James"
107043,james keogh,"Keogh, James"
108321,james madison,"Madison, James"
102926,james p. covey,"P. Covey, James"
106980,james r. keith,"R. Keith, James"
112054,james r. schlesinger,"R. Schlesinger, James"
111468,james robinson,"Robinson, James"
105360,james t. hackett,"T. Hackett, James"
100398,jamshid amouzegar,"Amouzegar, Jamshid"
106832,jan h. kalicki,"H. Kalicki, Jan"
106514,janet jagan,"Jagan, Janet"
500516,jarbas passarinho,"Passarinho, Jarbas"
500517,jarbas vasconcelos,"Vasconcelos, Jarbas"
500518,javier murillo de la rocha,"Murillo de a Rocha, Javier"
102538,jean chretien,"Chretien, Jean"
500519,jean chrétien,"Chrétien, Jean"
102844,jean coradin,"Coradin, Jean"
104496,jean françois-poncet,"François-Poncet, Jean"
109294,jean monnet,"Monnet, Jean"
111972,jean sauvagnargues,"Sauvagnargues, Jean"
101497,jean-bedel bokassa,"Jean-Bokassa, Bedel"
103353,jean-françois deniau,"Jean-Deniau, François"
104464,jean-pierre fourcade,"Jean-Fourcade, Pierre"
104084,jens evensen,"Evensen, Jens"
115671,jerome h. kahan,"H. Kahan, Jerome"
105787,jesse r. helms,"R. Helms, Jesse"
100433,jim anderson,"Anderson, Jim"
108551,jim b. marshall,"B. Marshall, Jim"
115745,jim leach,"Leach, Jim"
500520,jimmy carter,"Carter, Jimmy"
115878,joan mondale,"Mondale, Joan"
102511,joaquim alberto chissano,"Alberto Chissano, Joaquim"
500521,joaquim do amaral,"do Amaral, Joaquim"
500522,joaquim nabuco,"Nabuco, Joaquim"
500523,joaquim ramos,"Ramos, Joaquim"
500524,joaquim távora,"Távora, Joaquim"
500525,joaquim vespasiano ramos,"Vespasiano Ramos, Joaquim"
500526,johan frederick,"Frederick, Johan"
101332,john a. birch,"A. Birch, John"
100096,john adams,"Adams, John"
101894,john buckle,"Buckle, John"
103044,john c. culver,"C. Culver, John"
102376,john chancellor,"Chancellor, John"
103056,john cunningham,"Cunningham, John"
104321,john f. fitzgerald,"F. Fitzgerald, John"
113829,john f. turner,"F. Turner, John"
103703,john foster dulles,"Foster Dulles, John"
108995,john gordon mein,"Gordon Mein, John"
111358,john h. richardson,"H. Richardson, John"
102983,john hugh crimmins,"Hugh Crimmins, John"
111327,john i. m. rhodes,John I. M. Rhodes
104322,john j. fitzgerald,"J. Fitzgerald, John"
106397,john j. ingersoll,"J. Ingersoll, John"
107026,john j. kennedy,"J. Kennedy, John"
107555,john j. lafalce,"J. Lafalce, John"
112807,john j. sparkman,"J. Sparkman, John"
106564,john jay,"Jay, John"
107025,john kennedy,"Kennedy, John"
104659,john kenneth galbraith,"Kenneth Galbraith, John"
101896,john l. buckley,"L. Buckley, John"
107075,john maynard keynes,"Maynard Keynes, John"
110421,john o. pastore,"O. Pastore, John"
115235,john p. boright,"P. Boright, John"
100097,john quincy adams,"Quincy Adams, John"
500528,john reginald cotrim,"Reginald Cotrim, John"
111379,john rielly,"Rielly, John"
115541,john t. gorham,"T. Gorham, John"
112636,john v. smith,John V. Smith
104306,john w. fisher,"W. Fisher, John"
104452,john w. foster,"W. Foster, John"
114055,john w. vessey,"W. Vessey, John"
107042,jomo kenyatta,"Kenyatta, Jomo"
111979,jonas malheiro savimbi,"Malheiro Savimbi, Jonas"
103373,joop den uyl,"Den Uyl, Joop"
500529,jorge alberto romeiro,"Alberto Romeiro, Jorge"
100997,jorge batlle,"Batlle, Jorge"
500530,jorge de carvalho e silva,"de Carvalho e Silva, Jorge"
103455,jorge diaz serrano,"Diaz Serrano, Jorge"
106385,jorge e. illueca,"e. Illueca, Jorge"
500531,jorge latour,"Latour, Jorge"
110265,jorge pacheco areco,"Pacheco Areco, Jorge"
114066,jorge rafael videla,"Rafael Videla, Jorge"
500532,jorge ribeiro,"Ribeiro, Jorge"
500533,jorge wilheim,"Wilheim, Jorge"
103306,jose de la puente radbill,"de a Puente Radbill, Jose"
108329,jose de magalhaes pinto,"de Magalhaes Pinto, Jose"
110885,jose lopez portillo,"Lopez Portillo, Jose"
111945,jose sarney,"Sarney, Jose"
109194,joseph g. minish,"G. Minish, Joseph"
112538,joseph j. sisco,"J. Sisco, Joseph"
106766,joseph john jova,"John Jova, Joseph"
107414,joseph kraft,"Kraft, Joseph"
102648,joseph quao cleland,"Quao Cleland, Joseph"
109980,joseph s. nye,"S. Nye, Joseph"
112150,joseph w. scott,"W. Scott, Joseph"
109886,joshua nkomo,"Nkomo, Joshua"
113600,josip broz tito,"Broz Tito, Josip"
116246,josip vrhovec,"Vrhovec, Josip"
500535,josué de castro,"de Castro, Josué"
500536,josué montello,"Montello, Josué"
500537,josé alberto,"Alberto, José"
115818,josé alfredo martínez de hoz,"Alfredo Martínez de Hoz, José"
500538,josé artigas,"Artigas, José"
500539,josé artur denot medeiros,"Artur Denot Medeiros, José"
115512,josé ber gelbard,"Ber Gelbard, José"
500540,josé bonifácio de andrada e silva,"Bonifácio de Andrada e Silva, José"
500541,josé camargo,"Camargo, José"
500542,josé carlos de macedo soares,"Carlos de Macedo Soares, José"
500543,josé carlos moreira,"Carlos Moreira, José"
500544,josé costa,"Costa, José"
500545,josé da silva,"da Silva, José"
500546,josé de magalhães pinto,"de Magalhães Pinto, José"
500547,josé de sá,"de Sá, José"
500548,josé dion de melo teles,"Dion de Melo Teles, José"
500549,josé dirceu ,"Dirceu , José"
500550,josé duarte,"Duarte, José"
500551,josé dácio afonso miranda,"Dácio Afonso Miranda, José"
500552,josé eduardo dos santos,"Eduardo dos Santos, José"
500553,josé eugênio de macedo soares,"Eugênio de Macedo Soares, José"
500554,josé faustino,"Faustino, José"
500555,josé fragelli,"Fragelli, José"
500556,josé francisco da silva,"Francisco da Silva, José"
500557,josé gomes talarico,"Gomes Talarico, José"
500558,josé guilherme merquior,"Guilherme Merquior, José"
500559,josé guimarães,"Guimarães, José"
500560,josé hilário,"Hilário, José"
500561,josé jobim,"Jobim, José"
500562,josé lino,"Lino, José"
500563,josé lins,"Lins, José"
500564,josé lopes,"Lopes, José"
500565,josé lopez portillo,"Lopez Portillo, José"
500566,josé magalhães,"Magalhães, José"
500567,josé maria de carvalho,"Maria de Carvalho, José"
500568,josé maria de toledo camargo,"Maria de Toledo Camargo, José"
500569,josé maria marin,"Maria Marin, José"
500570,josé maurício,"Maurício, José"
108717,josé maza,"Maza, José"
500571,josé mindlin,"Mindlin, José"
500572,josé monte,"Monte, José"
500573,josé pinto,"Pinto, José"
500574,josé sarney,"Sarney, José"
500575,josé serra,"Serra, José"
500576,josé sette câmara,"Sette Câmara, José"
500577,josé silveira,"Silveira, José"
500578,josé vicente de sá pimentel,"Vicente de Sá Pimentel, José"
500579,josé viegas,"Viegas, José"
500580,josé vieira da silva,"Vieira da Silva, José"
116238,josé villa,"Villa, José"
115984,joão baptista pinheiro,"Baptista Pinheiro, João"
500581,joão batista pinheiro,"Batista Pinheiro, João"
105074,joão belchior marques goulart,"Belchior Marques Goulart, João"
500582,joão bina machado,"Bina Machado, João"
500583,joão bosco,"Bosco, João"
500584,joão clemente baena soares,"Clemente Baena Soares, João"
500585,joão cleofas,"Cleofas, João"
500586,joão costa,"Costa, João"
500587,joão cunha,"Cunha, João"
500588,joão gomes,"Gomes, João"
500589,joão gomes martins filho,"Gomes Martins Filho, João"
500590,joão goulart,"Goulart, João"
500591,joão havelange,"Havelange, João"
500592,joão leitão de abreu,"Leitão de Abreu, João"
500593,joão linhares,"Linhares, João"
500594,joão mangabeira,"Mangabeira, João"
500595,joão mendes,"Mendes, João"
500596,joão menezes,"Menezes, João"
109741,joão neves da fontoura,"Neves da Fontoura, João"
500597,joão nogueira,"Nogueira, João"
500598,joão paulo dos reis velloso,"Paulo dos Reis Velloso, João"
500599,joão pedro,"Pedro, João"
500600,joão pessoa,"Pessoa, João"
500601,joão pinheiro,"Pinheiro, João"
500602,joão satte,"Satte, João"
500603,joão vicente goulart ,"Vicente Goulart , João"
113294,juan antonio tack,"Antonio Tack, Juan"
101575,juan bosch,"Bosch, Juan"
500604,juan carlos blanco,"Carlos Blanco, Juan"
106778,juan carlos i,Juan Carlos I
110568,juan domingo perón,"Domingo Perón, Juan"
115232,juan maria bordaberry,"Maria Bordaberry, Juan"
115966,juan pereda asbún,"Pereda Asbún, Juan"
114029,juan velasco alvarado,"Velasco Alvarado, Juan"
500606,juarez távora,"Távora, Juarez"
109240,jules moch,"Moch, Jules"
116225,julio c. vadora,"C. Vadora, Julio"
113821,julio cesar turbay ayala,"Cesar Turbay Ayala, Julio"
109981,julius k. nyerere,"K. Nyerere, Julius"
500607,juracy magalhães,"Magalhães, Juracy"
500608,juscelino kubitschek,"Kubitschek, Juscelino"
107484,juscelino kubitschek de oliveira,"Kubitschek de Oliveira, Juscelino"
6267,jânio quadros,"Quadros, Jânio"
500610,júlio barata,"Barata, Júlio"
500611,júlio dantas,"Dantas, Júlio"
500612,júlio de castilhos,"de Castilhos, Júlio"
500613,júlio lopes,"Lopes, Júlio"
107586,k. b. lall,"B. Lall, K."
116288,k. c. wu,"C. Wu, K."
100762,k. h. bailey,"H. Bailey, K."
500614,k. kato,"Kato, K."
114469,k. whalley,"Whalley, K."
113341,kakuei tanaka,"Tanaka, Kakuei"
102243,karl carstens,"Carstens, Karl"
106937,kenneth david kaunda,"David Kaunda, Kenneth"
111525,kenneth n. rogers,"N. Rogers, Kenneth"
100165,kiichi aichi,"Aichi, Kiichi"
109231,kiichi miyazawa,"Miyazawa, Kiichi"
107170,kim dae jung,"Dae Jung, Kim"
107176,kim il sung,"Il Sung, Kim"
500615,klaus kinkel,"Kinkel, Klaus"
104604,knut frydenlund,"Frydenlund, Knut"
100118,konrad adenauer,"Adenauer, Konrad"
500616,kuniyoshi date,"Date, Kuniyoshi"
114185,kurt j. waldheim,"J. Waldheim, Kurt"
500617,kurt politzer,"Politzer, Kurt"
109887,kwame nkrumah,"Nkrumah, Kwame"
500618,laerte vieira,"Vieira, Laerte"
500619,lafayette de andrada,"de Andrada, Lafayette"
500620,laudo natel ,"Natel , Laudo"
108884,laurence r. mcintyre,"R. Mcintyre, Laurence"
500621,lauro escorel,"Escorel, Lauro"
500622,lauro müller,"Müller, Lauro"
500623,lauro sodré,"Sodré, Lauro"
114858,layachi yaker,"Yaker, Layachi"
107773,le duc tho,"Duc Tho, e"
107880,le trang,"Trang, e"
500624,leda boechat rodrigues,"Boechat Rodrigues, Leda"
500625,leda collor de mello,"Collor de Mello, Leda"
111185,leigh s. ratiner,"S. Ratiner, Leigh"
103101,leitao da cunha,"da Cunha, Leitao"
500626,leite chaves,"Chaves, Leite"
500627,leite de castro,"de Castro, Leite"
500628,leitão de abreu,"de Abreu, Leitão"
113594,leo c. tindemans,"C. Tindemans, Leo"
111771,leo j. ryan,"J. Ryan, Leo"
114787,leonard f. woodcock,"F. Woodcock, Leonard"
104724,leonard garment,"Garment, Leonard"
101759,leonel brizola,"Brizola, Leonel"
500629,leonid brejnev,"Brejnev, Leonid"
101726,leonid i. brezhnev,Leonid I. Brezhnev
113860,leopold quarles van ufford,"Quarles Van Ufford, Leopold"
101164,leopoldo benites,"Benites, Leopoldo"
100671,les aucoin,"Aucoin, es"
111857,leverett saltonstall,"Saltonstall, Leverett"
500630,levi carneiro,"Carneiro, Levi"
104915,lewis girdler,"Girdler, Lewis"
114075,león vilarin,"Vilarin, León"
500631,leônidas sampaio,"Sampaio, Leônidas"
108040,li xiannian,"Xiannian, Li"
500632,lima câmara,"Câmara, Lima"
2877,lincoln gordon,"Gordon, Lincoln"
101439,lincoln p. bloomfield,"P. Bloomfield, Lincoln"
101964,linden forbes sampson burnham,"Forbes Sampson Burnham, Linden"
500634,lindolfo collor,"Collor, Lindolfo"
101198,lloyd bentsen,"Bentsen, Lloyd"
108098,lon nol,"Nol, Lon"
108629,lopez mateos,"Mateos, Lopez"
115890,lord moran,"Moran, Lord"
500635,lorenzo fernandes,"Fernandes, Lorenzo"
105293,louis de guiringaud,"de Guiringaud, Louis"
105586,louis harris,"Harris, Louis"
109935,louis v. n. nosenzo,Louis V. N. Nosenzo
500636,lourival batista,"Batista, Lourival"
114377,lowell p. weicker,"P. Weicker, Lowell"
108108,lucas lopes,"Lopes, Lucas"
500637,lucas mendes,"Mendes, Lucas"
500638,lucas nogueira garcez,"Nogueira Garcez, Lucas"
111019,lucian pye,"Pye, Lucian"
500639,lucilo haddock lobo,"Haddock Lobo, Lucilo"
115509,lucio garcia del solar,"Garcia Del Solar, Lucio"
500640,lucy geisel,"Geisel, Lucy"
104015,ludwig erhard,"Erhard, Ludwig"
